2017-10-27 12:59:59,577 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1044] - Closed socket connection for client /127.0.0.1:52108 which had sessionid 0x15f5b89c02f0000
2017-10-27 12:59:59,581 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@192] - Accepted socket connection from /0:0:0:0:0:0:0:1:52109
2017-10-27 12:59:59,582 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@942] - Client attempting to establish new session at /0:0:0:0:0:0:0:1:52109
2017-10-27 12:59:59,584 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@687] - Established session 0x15f5b89c02f0009 with negotiated timeout 6000 for client /0:0:0:0:0:0:0:1:52109
2017-10-27 13:00:00,066 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@648] - Got user-level KeeperException when processing sessionid:0x15f5b89c02f0009 type:delete cxid:0xcf zxid:0x80ee txntype:-1 reqpath:n/a Error Path:/admin/preferred_replica_election Error:KeeperErrorCode = NoNode for /admin/preferred_replica_election
2017-10-27 13:00:03,113 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@648] - Got user-level KeeperException when processing sessionid:0x15f5b89c02f0009 type:create cxid:0xd1 zxid:0x80ef txntype:-1 reqpath:n/a Error Path:/brokers Error:KeeperErrorCode = NodeExists for /brokers
2017-10-27 13:00:03,114 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@648] - Got user-level KeeperException when processing sessionid:0x15f5b89c02f0009 type:create cxid:0xd2 zxid:0x80f0 txntype:-1 reqpath:n/a Error Path:/brokers/ids Error:KeeperErrorCode = NodeExists for /brokers/ids
2017-10-27 13:57:48,003 [myid:] - INFO  [SessionTracker:ZooKeeperServer@358] - Expiring session 0x15f5b89c02f0009, timeout of 6000ms exceeded
2017-10-27 13:57:48,027 [myid:] - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@368] - caught end of stream exception
EndOfStreamException: Unable to read additional data from client sessionid 0x15f5b89c02f0009, likely client has closed socket
	at org.apache.zookeeper.server.NIOServerCnxn.doIO(NIOServerCnxn.java:239)
	at org.apache.zookeeper.server.NIOServerCnxnFactory.run(NIOServerCnxnFactory.java:203)
	at java.lang.Thread.run(Thread.java:745)
2017-10-27 13:57:48,072 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@486] - Processed session termination for sessionid: 0x15f5b89c02f0009
2017-10-27 13:57:48,076 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1044] - Closed socket connection for client /0:0:0:0:0:0:0:1:52109 which had sessionid 0x15f5b89c02f0009
2017-10-27 13:57:48,727 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@192] - Accepted socket connection from /127.0.0.1:52115
2017-10-27 13:57:48,728 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@935] - Client attempting to renew session 0x15f5b89c02f0009 at /127.0.0.1:52115
2017-10-27 13:57:48,728 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@680] - Invalid session 0x15f5b89c02f0009 for client /127.0.0.1:52115, probably expired
2017-10-27 13:57:48,728 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1044] - Closed socket connection for client /127.0.0.1:52115 which had sessionid 0x15f5b89c02f0009
2017-10-27 13:57:48,731 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@192] - Accepted socket connection from /127.0.0.1:52116
2017-10-27 13:57:48,731 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@942] - Client attempting to establish new session at /127.0.0.1:52116
2017-10-27 13:57:48,732 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@687] - Established session 0x15f5b89c02f000a with negotiated timeout 6000 for client /127.0.0.1:52116
2017-10-27 13:57:49,410 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@648] - Got user-level KeeperException when processing sessionid:0x15f5b89c02f000a type:delete cxid:0xcf zxid:0x8131 txntype:-1 reqpath:n/a Error Path:/admin/preferred_replica_election Error:KeeperErrorCode = NoNode for /admin/preferred_replica_election
2017-10-27 13:57:50,545 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@648] - Got user-level KeeperException when processing sessionid:0x15f5b89c02f000a type:create cxid:0xd1 zxid:0x8132 txntype:-1 reqpath:n/a Error Path:/brokers Error:KeeperErrorCode = NodeExists for /brokers
2017-10-27 13:57:50,546 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@648] - Got user-level KeeperException when processing sessionid:0x15f5b89c02f000a type:create cxid:0xd2 zxid:0x8133 txntype:-1 reqpath:n/a Error Path:/brokers/ids Error:KeeperErrorCode = NodeExists for /brokers/ids
2017-10-27 19:19:21,004 [myid:] - INFO  [SessionTracker:ZooKeeperServer@358] - Expiring session 0x15f5b89c02f000a, timeout of 6000ms exceeded
2017-10-27 19:19:21,015 [myid:] - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@368] - caught end of stream exception
EndOfStreamException: Unable to read additional data from client sessionid 0x15f5b89c02f000a, likely client has closed socket
	at org.apache.zookeeper.server.NIOServerCnxn.doIO(NIOServerCnxn.java:239)
	at org.apache.zookeeper.server.NIOServerCnxnFactory.run(NIOServerCnxnFactory.java:203)
	at java.lang.Thread.run(Thread.java:745)
2017-10-27 19:19:21,061 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@486] - Processed session termination for sessionid: 0x15f5b89c02f000a
2017-10-27 19:19:21,065 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1044] - Closed socket connection for client /127.0.0.1:52116 which had sessionid 0x15f5b89c02f000a
2017-10-27 19:19:21,942 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@192] - Accepted socket connection from /0:0:0:0:0:0:0:1:55000
2017-10-27 19:19:21,943 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@935] - Client attempting to renew session 0x15f5b89c02f000a at /0:0:0:0:0:0:0:1:55000
2017-10-27 19:19:21,943 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@680] - Invalid session 0x15f5b89c02f000a for client /0:0:0:0:0:0:0:1:55000, probably expired
2017-10-27 19:19:21,946 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1044] - Closed socket connection for client /0:0:0:0:0:0:0:1:55000 which had sessionid 0x15f5b89c02f000a
2017-10-27 19:19:21,953 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@192] - Accepted socket connection from /0:0:0:0:0:0:0:1:55001
2017-10-27 19:19:21,954 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@942] - Client attempting to establish new session at /0:0:0:0:0:0:0:1:55001
2017-10-27 19:19:21,960 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@687] - Established session 0x15f5b89c02f000b with negotiated timeout 6000 for client /0:0:0:0:0:0:0:1:55001
